52.6398,1.27744
52.6278,1.29834
52.0592,1.15545
51.8892,0.90421
51.7358,0.46958
51.5684,0.45782
51.5857,0.60459
51.5378,0.71433
51.3891,0.54863
51.2667,0.51667
50.8552,0.57292
50.7687,0.28453
50.8284,-0.13947
50.8145,-0.37126
51.113,-0.18312
51.319,-0.55893
51.5095,-0.59541
51.6291,-0.74934
51.7537,-0.47517
51.6553,-0.39602
51.5085,-0.12574
51.5085,-0.12574
51.9022,-0.20256
51.8797,-0.41748
52.1346,-0.46632
52.0417,-0.75583
52.25,-0.88333
52.4066,-1.51217
52.5232,-1.46523
52.5667,-1.81667
52.4814,-1.89983
52.5187,-1.9945
52.5855,-2.12296
52.6766,-2.44926
53.0042,-2.18538
53.4098,-2.15761
53.481,-2.23743
53.4877,-2.29042
53.4252,-2.32443
53.3925,-2.58024
53.45,-2.73333
53.5333,-2.61667
53.5833,-2.43333
53.6177,-2.1552
53.5405,-2.1183
53.649,-1.78416
53.7167,-1.85
53.7939,-1.75206
53.7965,-1.54785
53.6833,-1.49768
53.55,-1.48333
53.4301,-1.35678
53.383,-1.4659
53.25,-1.41667
53.5233,-1.13691
53.9576,-1.08271
53.7446,-0.33525
53.5654,-0.07553
53.2268,-0.53792
52.9536,-1.15047
52.9228,-1.47663
52.6386,-1.13169
52.4143,-1.78094
52.1893,-2.22001
51.9,-2.08333
51.8657,-2.2431
51.558,-1.78116
51.7522,-1.25596
51.4562,-0.97113
51.2625,-1.08708
50.904,-1.40428
50.799,-1.09125
50.7205,-1.8795
50.7167,-2
51.3779,-2.35907
51.4552,-2.59665
51.346,-2.97665
51.48,-3.18
51.5877,-2.99835
51.6208,-3.94323
50.7236,-3.52751
50.3715,-4.14305
53.1905,-2.89189
53.3934,-3.01479
53.4106,-2.97794
53.6478,-3.00648
53.8167,-3.05
53.7667,-2.71667
53.75,-2.48333
54.5243,-1.55039
54.5762,-1.23483
54.6861,-1.2125
54.9046,-1.38222
54.9621,-1.60168
54.9733,-1.61396
55.9521,-3.19648
56.5,-2.96667
57.1437,-2.09814
55.8651,-4.25763
52.5736,-0.24777
52.2,0.11667
52.6398,1.27744
